movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,imdb_score
Jersey Girl ,Kevin Smith,35000000,PG-13,102,Stephen Root,Mike Starr,George Carlin,25266129,Comedy|Drama|Romance,baby|childbirth|death|karma|publicist,6.2
Joe Dirt ,Dennie Gordon,17700000,PG-13,91,Brittany Daniel,Erik Per Sullivan,Fred Ward,27087695,Adventure|Comedy|Drama,first part|grand canyon|highway travel|indian|janitor,5.9
John Carter ,Andrew Stanton,263700000,PG-13,132,Daryl Sabara,Samantha Morton,Polly Walker,73058679,Action|Adventure|Sci-Fi,alien|american civil war|male nipple|mars|princess,6.6
John Q ,Nick Cassavetes,36000000,PG-13,116,Denzel Washington,Laura Harring,Anne Heche,71026631,Crime|Drama|Thriller,health care|heart transplant|hospital|hostage|insurance,7
Johnson Family Vacation ,Christopher Erskin,12000000,PG-13,97,Vanessa Williams,Shannon Elizabeth,Shad Moss,31179516,Comedy,cross country|cross country trip|highway travel|on the road|road movie,4.3
Jonah Hex ,Jimmy Hayward,47000000,PG-13,81,Michael Fassbender,Billy Blair,Julia Jones,10539414,Action|Drama|Fantasy|Thriller|Western,confederate|death|independence day|military|terrorist,4.7
Joy ,David O. Russell,60000000,PG-13,124,Jennifer Lawrence,Robert De Niro,Bradley Cooper,56443482,Biography|Comedy|Drama,based on real person|female inventor|mop|sales pitch|woman holding a shotgun,6.6
Joyful Noise ,Todd Graff,25000000,PG-13,118,Dolly Parton,Jeremy Jordan,Jesse L. Martin,30920167,Comedy|Music,bare chested male|chips|two word title,5.7
Julie & Julia ,Nora Ephron,40000000,PG-13,123,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,94125426,Biography|Drama|Romance,american|blog|book|cook|cooking,7
Jumper ,Doug Liman,85000000,PG-13,88,Kristen Stewart,Hayden Christensen,Tom Hulce,80170146,Action|Adventure|Sci-Fi|Thriller,bank|based on novel|ice|teleportation|vault,6.1
Jumping the Broom ,Salim Akil,6600000,PG-13,112,Gary Dourdan,Loretta Devine,Laz Alonso,37295394,Comedy|Drama,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,5.7
Juno ,Jason Reitman,7500000,PG-13,96,J.K. Simmons,Jennifer Garner,Rainn Wilson,143492840,Comedy|Drama|Romance,adoption|baby|friend|pregnancy|school,7.5
Jupiter Ascending ,Lana Wachowski,176000000,PG-13,127,Channing Tatum,Mila Kunis,Eddie Redmayne,47375327,Action|Adventure|Sci-Fi,box office flop|critically bashed|planet earth|space opera|woman in bra and panties,5.4
Jurassic Park III ,Joe Johnston,93000000,PG-13,92,Michael Jeter,Trevor Morgan,Alessandro Nivola,181166115,Action|Adventure|Sci-Fi|Thriller,dinosaur|island|jurassic park|paleontologist|search,5.9
Jurassic Park ,Steven Spielberg,63000000,PG-13,127,Wayne Knight,Ariana Richards,Bob Peck,356784000,Adventure|Sci-Fi|Thriller,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,8.1
Jurassic World ,Colin Trevorrow,150000000,PG-13,124,Bryce Dallas Howard,Judy Greer,Omar Sy,652177271,Action|Adventure|Sci-Fi|Thriller,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,7
Just Go with It ,Dennis Dugan,80000000,PG-13,117,Adam Sandler,Bailee Madison,Kevin Nealon,103028109,Comedy|Romance,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,6.4
Just Like Heaven ,Mark Waters,58000000,PG-13,95,Jon Heder,Ivana Milicevic,Willie Garson,48291624,Comedy|Fantasy|Romance,apartment|architect|coma|doctor|spirit,6.7
Just Married ,Shawn Levy,18000000,PG-13,95,Taran Killam,David Agranov,David Moscow,56127162,Comedy|Romance,fall|honeymoon|love|marriage|newlywed,5.4
Just My Luck ,Donald Petrie,28000000,PG-13,103,Samaire Armstrong,Carlos Ponce,Faizon Love,17324744,Comedy|Fantasy|Romance,bad luck|band|kiss|luck|masquerade,5.3
Juwanna Mann ,Jesse Vaughan,15600000,PG-13,91,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,13571817,Comedy|Drama|Romance|Sport,basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner,4.5
Kate & Leopold ,James Mangold,48000000,PG-13,123,Hugh Jackman,Natasha Lyonne,Bradley Whitford,47095453,Comedy|Fantasy|Romance,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,6.4
Keeping the Faith ,Edward Norton,30000000,PG-13,128,Lisa Edelstein,Milos Forman,Anne Bancroft,37036404,Comedy|Drama|Romance,celibacy|jewish|priest|rabbi|synagogue,6.4
Killers ,Robert Luketic,75000000,PG-13,100,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,47000485,Action|Comedy|Romance|Thriller,hired killer|marriage|neighbor|on the run|store clerk,5.4
Kindergarten Cop ,Ivan Reitman,26000000,PG-13,111,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,91457688,Action|Comedy|Crime,astoria|kindergarten|kindergarten teacher|school|teacher,6
Kingpin ,Bobby Farrelly,27000000,PG-13,117,Bill Murray,Lin Shaye,Richard Tyson,24944213,Comedy|Sport,amish|bowling|on the road|rubber hand|tournament,6.9
King's Ransom ,Jeffrey W. Byrd,15000000,PG-13,95,Donald Faison,Loretta Devine,Regina Hall,4006906,Comedy|Crime,hit in the crotch|kidnapping|nail gun|police|release from prison,4.1
Knight and Day ,James Mangold,117000000,PG-13,117,Tom Cruise,Marc Blucas,Jordi Mollà,76418654,Action|Comedy|Romance,chase|fbi|garage|spy|surveillance,6.3
Knowing ,Alex Proyas,50000000,PG-13,121,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,79948113,Drama|Mystery|Sci-Fi|Thriller,disaster|end of the world|number|student|time capsule,6.2
K-PAX ,Iain Softley,48000000,PG-13,120,Kevin Spacey,Jeff Bridges,Alfre Woodard,50173190,Drama|Mystery|Sci-Fi,extraterrestrial|hospital|patient|planet|science,7.4
Krampus ,Michael Dougherty,15000000,PG-13,98,Adam Scott,Conchata Ferrell,Allison Tolman,42592530,Comedy|Fantasy|Horror,christmas|german|holiday|krampus|santa claus,6.2
Kundun ,Martin Scorsese,28000000,PG-13,134,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,5532301,Biography|Drama|History|War,chinese|dalai lama|lama|tibet|tibetan,7
Kung Pow: Enter the Fist ,Steve Oedekerk,10000000,PG-13,81,Steve Oedekerk,Simon Rhee,Jennifer Tung,16033556,Action|Comedy,chosen one|comic violence|intentionally bad|kung fu|stylized violence,6.2
La Bamba ,Luis Valdez,6500000,PG-13,108,Esai Morales,Rosanna DeSoto,Danielle von Zerneck,54215416,Biography|Drama|Music,crash|hispanic|interracial relationship|interracial romance|racism,6.8
Labor Day ,Jason Reitman,18000000,PG-13,111,J.K. Simmons,Kate Winslet,Brooke Smith,13362308,Drama,baseball|baseball practice|escaped convict|neighbor|tied to a chair,6.9
Ladder 49 ,Jay Russell,55000000,PG-13,115,Billy Burke,Jay Hernandez,Jacinda Barrett,74540762,Action|Drama|Thriller,death of husband|fire|firefighter|funeral|main character dies,6.5
Lady in the Water ,M. Night Shyamalan,70000000,PG-13,110,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban,42272747,Drama|Fantasy|Mystery|Thriller,apartment|bedtime story|eagle|stuttering|swimming pool,5.6
Lakeview Terrace ,Neil LaBute,22000000,PG-13,110,Jay Hernandez,Justin Chambers,Robert Pine,39263506,Crime|Drama|Thriller,interracial couple|lapd|male nudity|neighbor|nudity,6.1
Land of the Lost ,Brad Silberling,100000000,PG-13,102,Will Ferrell,Anna Friel,Bobb'e J. Thompson,49392095,Adventure|Comedy|Sci-Fi,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,5.4
Lara Croft Tomb Raider: The Cradle of Life ,Jan de Bont,95000000,PG-13,117,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,65653758,Action|Adventure|Fantasy,duology|female hero|female lead|orb|pandora's box,5.5
Lara Croft: Tomb Raider ,Simon West,115000000,PG-13,100,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,131144183,Action|Adventure|Fantasy|Thriller,illuminati|planetary alignment|time|tomb|tomb raider,5.7
Larry Crowne ,Tom Hanks,30000000,PG-13,98,Tom Hanks,Rob Riggle,Randall Park,35565975,Comedy|Drama|Romance,bus stop|college|community college|scooter|speech class,6.1
Larry the Cable Guy: Health Inspector ,Trent Cooper,4000000,PG-13,89,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,15655665,Comedy|Romance,diner|food poisoning|health inspector|restaurant|undercover,3.1
Lars and the Real Girl ,Craig Gillespie,12000000,PG-13,106,Ryan Gosling,Kelli Garner,Paul Schneider,5949693,Comedy|Drama|Romance,in love with an inanimate object|internet|introvert|psychologist|sex doll,7.4
Last Action Hero ,John McTiernan,70000000,PG-13,130,F. Murray Abraham,Tom Noonan,Joan Plowright,50016394,Action|Adventure|Comedy|Fantasy,action hero|hero|magic|ticket|video store,6.2
Last Holiday ,Wayne Wang,45000000,PG-13,112,LL Cool J,Alicia Witt,Timothy Hutton,38360195,Adventure|Comedy|Drama,chef|congressman|cook|hotel|senator,6.4
Last Vegas ,Jon Turteltaub,28000000,PG-13,105,Robert De Niro,Morgan Freeman,Romany Malco,63910583,Comedy|Romance,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,6.6
Leatherheads ,George Clooney,58000000,PG-13,114,Robert Baker,Malcolm Goodwin,Matt Bushell,31199215,Comedy|Drama|Romance|Sport,college football|fight|football|hero|surrender,6
Lee Daniels' The Butler ,Lee Daniels,30000000,PG-13,132,Alex Pettyfer,David Oyelowo,Vanessa Redgrave,116631310,Biography|Drama,butler|civil rights|hotel|president|white house,7.2
Left Behind ,Vic Armstrong,16000000,PG-13,110,Nicolas Cage,Lea Thompson,Quinton Aaron,13998282,Action|Drama|Fantasy|Mystery|Thriller,bible quote|chaos|faith|riot|shrine,3.1
"Legally Blonde 2: Red, White & Blonde ",Charles Herman-Wurmfeld,45000000,PG-13,95,Mary Lynn Rajskub,Bruce McGill,Bob Newhart,89808372,Comedy,animal rights|congresswoman|doorman|transvestism|washington d.c.,4.6
Legally Blonde ,Robert Luketic,18000000,PG-13,96,Linda Cardellini,Raquel Welch,Alanna Ubach,95001351,Comedy|Romance,blonde|harvard|law|law school|sorority,6.2
Les Misérables ,Tom Hooper,61000000,PG-13,158,Hugh Jackman,Eddie Redmayne,Anne Hathaway,148775460,Drama|Musical|Romance,barricade|innkeeper|parole|rebellion|student,7.6
Liar Liar ,Tom Shadyac,45000000,PG-13,86,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,181395380,Comedy|Fantasy|Romance,birthday|birthday wish|father disappoints child|lie|workaholic,6.8
License to Wed ,Ken Kwapis,35000000,PG-13,91,Robin Williams,Christine Taylor,Mindy Kaling,43792641,Comedy|Romance,box office flop|church|kissing|usa|wedding,5.3
Life or Something Like It ,Stephen Herek,40000000,PG-13,103,Angelina Jolie Pitt,Stockard Channing,James Gammon,14448589,Comedy|Romance,football|homeless man|interview|psychic|reporter,5.8
Lights Out ,David F. Sandberg,4900000,PG-13,81,Billy Burke,Amiah Miller,Gabriel Bateman,56536016,Horror,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,6.9
Like Crazy ,Drake Doremus,250000,PG-13,90,Jennifer Lawrence,Charlie Bewley,Finola Hughes,3388210,Drama|Romance,girlfriend|immigration|long distance relationship|parents|student visa,6.7
Lincoln ,Steven Spielberg,65000000,PG-13,150,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,182204440,Biography|Drama|History|War,cultural conflict|politics|president|slavery|u.s. president,7.4
Little Black Book ,Nick Hurran,35000000,PG-13,105,Holly Hunter,Kevin Sussman,Dave Annable,20422207,Comedy|Drama|Romance,electronic devices|gynecologist|little black book|plan|set up,5.2
Little Fockers ,Paul Weitz,100000000,PG-13,98,Robert De Niro,Blythe Danner,Teri Polo,148383780,Comedy|Romance,birthday|critically bashed|male nurse|nurse|suspicion,5.5
Little Nicky ,Steven Brill,80000000,PG-13,90,Adam Sandler,Jon Lovitz,Michael McKean,39442871,Comedy|Fantasy,angel|devil|flask|hell|the devil,5.3
Little Shop of Horrors ,Frank Oz,25000000,PG-13,102,Bill Murray,Jim Belushi,Tisha Campbell-Martin,38747385,Comedy|Horror|Musical|Sci-Fi,eclipse|florist|nerd|plant|shop,6.9
Littleman ,Keenen Ivory Wayans,64000000,PG-13,98,Chazz Palminteri,Brittany Daniel,John Witherspoon,58255287,Comedy|Crime,diamond|infant|parody|spoof|sports violence,4.3
Live Free or Die Hard ,Len Wiseman,110000000,PG-13,129,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,134520804,Action|Adventure|Thriller,fbi|hacker|independence day|police|terrorist,7.2
Loaded Weapon 1 ,Gene Quintano,8200000,PG-13,84,Jon Lovitz,Lin Shaye,Bill Nunn,27979400,Action|Comedy|Crime,cookie|detective|microfilm|parody|sergeant,6.1
Lords of Dogtown ,Catherine Hardwicke,25000000,PG-13,107,Heath Ledger,Michael Angarano,Rebecca De Mornay,11008432,Biography|Drama|Sport,1970s|skateboarder|skateboarding|surf|swimming pool,7.1
Loser ,Amy Heckerling,20000000,PG-13,98,Andy Dick,Robert Miano,Zak Orth,15464026,Comedy|Romance,college|loser|love|new york city|overdose,5.3
Lost in Space ,Stephen Hopkins,80000000,PG-13,130,Gary Oldman,William Hurt,June Lockhart,69102910,Action|Adventure|Family|Sci-Fi|Thriller,based on tv series|remake|robot|scientist|spaceship,5.1
Love & Basketball ,Gina Prince-Bythewood,15000000,PG-13,124,Alfre Woodard,Sanaa Lathan,Omar Epps,27441122,Drama|Romance|Sport,basketball movie|female basketball player|high school|nba|title directed by female,7.2
Love Happens ,Brandon Camp,18000000,PG-13,109,Judy Greer,Sasha Alexander,Frances Conroy,22927390,Drama|Romance,florist|motivational speaker|self help guru|seminar|widower,5.6
Love the Coopers ,Jessie Nelson,17000000,PG-13,107,Olivia Wilde,Alex Borstein,Timothée Chalamet,26284475,Comedy,christmas|family dinner|husband wife conflict|husband wife kiss|large family,5.7
Lucky You ,Curtis Hanson,55000000,PG-13,124,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,5755286,Drama|Romance|Sport,losing|poker|poker player|reference to frederic chopin|reference to johannes brahms,5.9
Mad City ,Costa-Gavras,50000000,PG-13,115,Mia Kirshner,Blythe Danner,William Atherton,10556196,Crime|Drama|Thriller,hostage|museum|natural history museum|news reporter|reporter,6.2
Mad Money ,Callie Khouri,22000000,PG-13,104,Stephen Root,Ted Danson,Roger Cross,20668843,Comedy|Crime|Thriller,bank|federal reserve bank|money|security guard|shredder,5.8
Made of Honor ,Paul Weiland,40000000,PG-13,101,Busy Philipps,Beau Garrett,Kevin Sussman,46012734,Comedy|Romance,friend|love|maid|maid of honor|marriage,5.8
Madea's Family Reunion ,Tyler Perry,6000000,PG-13,107,Boris Kodjoe,Cicely Tyson,Blair Underwood,63231524,Comedy|Drama|Romance,cross dressing|family reunion|madea series|reflective|sister sister relationship,5
Madea's Witness Protection ,Tyler Perry,20000000,PG-13,114,John Amos,Tom Arnold,Romeo Miller,65623128,Comedy|Crime|Drama,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,4.8
Maggie ,Henry Hobson,8500000,PG-13,95,Joely Richardson,J.D. Evermore,David A Cole,131175,Drama|Horror,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,5.6
Maid in Manhattan ,Wayne Wang,55000000,PG-13,105,Bob Hoskins,Frances Conroy,Natasha Richardson,93815117,Comedy|Drama|Romance,hotel|maid|new york city|place name in title|the bronx,5.1
Malcolm X ,Spike Lee,33000000,PG-13,202,Denzel Washington,Delroy Lindo,Al Freeman Jr.,48169908,Biography|Drama|History|Romance,african american|black history|civil rights|ku klux klan|nation of islam,7.7
Malibu's Most Wanted ,John Whitesell,16000000,PG-13,86,Greg Grunberg,Regina Hall,Blair Underwood,34308901,Comedy|Crime,los angeles california|person in car trunk|racial impersonation|south asian|street gang,5.1
Mamma Mia! ,Phyllida Lloyd,52000000,PG-13,108,Colin Firth,Meryl Streep,Julie Walters,143704210,Comedy|Family|Musical|Romance,bride|greece|island|mediterranean|wedding,6.3
Man of Steel ,Zack Snyder,225000000,PG-13,143,Henry Cavill,Christopher Meloni,Harry Lennix,291021565,Action|Adventure|Fantasy|Sci-Fi,based on comic book|british actor playing american character|final battle|origin of hero|reboot,7.2
Man of the House ,Stephen Herek,40000000,PG-13,100,Christina Milian,Vanessa Ferlito,Kelli Garner,19118247,Action|Comedy,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,5.4
Man of the Year ,Barry Levinson,20000000,PG-13,115,Robin Williams,Tina Fey,Amy Poehler,37442180,Comedy|Drama|Romance|Thriller,campaign|election|president|presidential election|satire,6.2
Man on a Ledge ,Asger Leth,42000000,PG-13,102,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,18600911,Action|Crime|Thriller,detective|diamond|hotel|police|rooftop,6.6
Marie Antoinette ,Sofia Coppola,40000000,PG-13,123,Kirsten Dunst,Shirley Henderson,Rip Torn,15962471,Biography|Drama|History|Romance,austria|cake|france|queen|versailles,6.4
Married Life ,Ira Sachs,12000000,PG-13,91,David Richmond-Peck,Erin Boyes,Timothy Webber,1506998,Crime|Drama|Romance,bachelor|best friend|divorce|poison|widow,6.3
Mars Attacks! ,Tim Burton,70000000,PG-13,106,Natalie Portman,Martin Short,Lukas Haas,37754208,Action|Comedy|Sci-Fi,alien|general|martian|president|weapon,6.3
Marvin's Room ,Jerry Zaks,23000000,PG-13,98,Leonardo DiCaprio,Robert De Niro,Meryl Streep,12782508,Drama,house|leukemia|mental institution|nursing home|transplant,6.7
Master and Commander: The Far Side of the World ,Peter Weir,150000000,PG-13,138,James D'Arcy,Lee Ingleby,David Threlfall,93926386,Action|Adventure|Drama|History|War,1800s|napoleonic wars|pursuit|royal navy|ship,7.4
Mean Girls ,Mark Waters,17000000,PG-13,97,Tina Fey,Amy Poehler,Neil Flynn,86049418,Comedy,bully|clique|high school|high school girl|secret,7
Medicine Man ,John McTiernan,40000000,PG-13,106,Lorraine Bracco,José Wilker,Sean Connery,45500797,Adventure|Drama|Romance,cancer|environment|gas chromatograph|jungle|nature,6
Meet Joe Black ,Martin Brest,90000000,PG-13,178,Anthony Hopkins,Brad Pitt,Jake Weber,44606335,Drama|Fantasy|Romance,birthday|death|death personified|fear of death|wealth,7.1
Meet the Fockers ,Jay Roach,80000000,PG-13,106,Robert De Niro,Blythe Danner,Teri Polo,279167575,Comedy|Romance,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title,6.3
Meet the Parents ,Jay Roach,55000000,PG-13,108,Robert De Niro,Blythe Danner,Teri Polo,166225040,Comedy,cat|cia|jewish|male nurse|nurse,7
Meet the Spartans ,Jason Friedberg,30000000,PG-13,86,Carmen Electra,Diedrich Bader,Method Man,38232624,Comedy,king|persian|spartan|training|xerxes,2.7
Megiddo: The Omega Code 2 ,Brian Trenchard-Smith,22000000,PG-13,104,Michael Biehn,Udo Kier,Franco Nero,5974653,Action|Adventure|Fantasy|Sci-Fi|Thriller,armageddon|battle|end times|reference to satan|sequel,4.1
Memoirs of a Geisha ,Rob Marshall,85000000,PG-13,145,Li Gong,Mako,Karl Yune,57010853,Drama|Romance,coming of age|geisha|japan|jealousy|love,7.3
Memoirs of an Invisible Man ,John Carpenter,40000000,PG-13,99,Richard Epcar,Michael McKean,Patricia Heaton,14358033,Comedy|Romance|Sci-Fi|Thriller,accident|bar|chase|cia|laboratory,5.9
Men in Black 3 ,Barry Sonnenfeld,225000000,PG-13,106,Will Smith,Michael Stuhlbarg,Nicole Scherzinger,179020854,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,alien|criminal|m.i.b.|maximum security prison|prison,6.8
Men in Black II ,Barry Sonnenfeld,140000000,PG-13,88,Will Smith,Rosario Dawson,Rip Torn,190418803,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,alien|lingerie|lingerie model|m.i.b.|pug,6.1
