movie_title,director_name,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,language,country,content_rating,budget,imdb_score,aspect_ratio
50 First Dates ,Peter Segal,99,Adam Sandler,Peter Dante,Allen Covert,120776832,Comedy|Romance,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,English,USA,PG-13,75000000,6.8,2.35
50/50 ,Jonathan Levine,100,Joseph Gordon-Levitt,Anna Kendrick,Bryce Dallas Howard,34963967,Comedy|Drama|Romance,best friend|cancer|survival rate|therapist|vomiting,English,USA,R,8000000,7.7,1.85
500 Days of Summer ,Marc Webb,95,Joseph Gordon-Levitt,Chloë Grace Moretz,Zooey Deschanel,32391374,Comedy|Drama|Romance,friend|greeting card|office|summer|true love,English,USA,PG-13,7500000,7.7,2.35
54 ,Mark Christopher,121,Salma Hayek,Ellen Albertini Dow,Sela Ward,16574731,Drama|Music,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,English,USA,R,13000000,5.8,1.85
8 Heads in a Duffel Bag ,Tom Schulman,95,Kristy Swanson,George Hamilton,Dyan Cannon,3559990,Comedy|Crime,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose,English,USA,R,3000000,5.3,1.85
8 Mile ,Curtis Hanson,110,Mekhi Phifer,Omar Benson Miller,Evan Jones,116724075,Drama|Music,competition|contest|friend|self expression|white rapper,English,USA,R,41000000,7,2.35
8: The Mormon Proposition ,Reed Cowan,80,Dustin Lance Black,Emily Pearson,Gavin Newsom,99851,Documentary,church|marriage|mormon|mormon church|proposition,English,USA,R,2500000,7.1,1.78
88 Minutes ,Jon Avnet,108,Al Pacino,Alicia Witt,Deborah Kara Unger,16930884,Crime|Drama|Mystery|Thriller,death|fbi|forensics|murder|serial killer,English,USA,R,30000000,5.9,2.35
90 Minutes in Heaven ,Michael Polish,121,Hayden Christensen,Bobby Batson,Cynthia Barrett,4700361,Drama,heaven|hospital|praying|pronounced dead|recovery,English,USA,PG-13,5000000,4.6,2.35
9 ,Shane Acker,79,Martin Landau,Alan Oppenheimer,Tom Kane,31743332,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,hope|key|machine|number|rag doll,English,USA,PG-13,30000000,7.1,1.85
9½ Weeks ,Adrian Lyne,112,David Margulies,Karen Young,Kim Chan,6734844,Drama|Romance,blindfolded woman|control|male dominance|sex game|sex in public,English,USA,R,17000000,5.9,1.85
A Beautiful Mind ,Ron Howard,135,Adam Goldberg,Austin Pendleton,Judd Hirsch,170708996,Biography|Drama,conspiracy|cryptography|mathematician|mental illness|nobel prize,English,USA,PG-13,58000000,8.2,1.85
A Better Life ,Chris Weitz,98,Demián Bichir,Eddie 'Piolin' Sotelo,Robert Peters,1754319,Drama|Romance,gang|gardener|money|police|truck,English,USA,PG-13,10000000,7.2,1.85
A Bridge Too Far ,Richard Attenborough,175,Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss,50800000,Drama|History|War,airborne troops|allies|operation market garden|panzer|paratrooper,English,USA,PG,26000000,7.4,2.35
A Bug's Life ,John Lasseter,95,Kevin Spacey,Madeline Kahn,John Ratzenberger,162792677,Adventure|Animation|Comedy|Family|Fantasy,ant|circus|grasshopper|misunderstanding|overhearing,English,USA,G,120000000,7.2,2.35
A Christmas Carol ,Robert Zemeckis,96,Robin Wright,Colin Firth,Gary Oldman,137850096,Animation|Drama|Family|Fantasy,charles dickens|christmas|christmas eve|ghost|scrooge,English,USA,PG,200000000,6.8,2.35
A Cinderella Story ,Mark Rosman,95,Dan Byrd,Lin Shaye,Julie Gonzalo,51431160,Comedy|Family|Romance,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,English,USA,PG,20000000,5.9,1.85
A Civil Action ,Steven Zaillian,115,Robert Duvall,Kathleen Quinlan,Sydney Pollack,56702901,Drama,1980s|law firm|lawsuit|lawyer|toxic waste,English,USA,PG-13,60000000,6.5,2.35
A Dog of Flanders ,Kevin Brodie,100,Bruce McGill,Cheryl Ladd,Jack Warden,2148212,Drama|Family,artist|box office flop|dog|drawing|flanders,English,USA,PG,7000000,6.3,1.85
A Few Good Men ,Rob Reiner,138,Tom Cruise,Demi Moore,Kevin Pollak,141340178,Drama|Thriller,cuba|guantanamo|lance corporal|lawyer|murder,English,USA,R,40000000,7.6,2.35
A Good Day to Die Hard ,John Moore,101,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,67344392,Action|Thriller,bomb|cia|courthouse|escape|russian,English,USA,R,92000000,5.3,1.85
A Good Year ,Ridley Scott,117,Archie Panjabi,Albert Finney,Richard Coyle,7458269,Comedy|Drama|Romance,based on novel|inheritance|provence|uncle|wine,English,USA,PG-13,35000000,6.9,2.35
A Guy Thing ,Chris Koch,101,Thomas Lennon,Lochlyn Munro,James Brolin,15408822,Comedy|Romance,bachelor party|climbing a tree|taxi|toilet|wedding,English,USA,PG-13,20000000,5.6,1.85
A Haunted House 2 ,Michael Tiddes,86,Ashley Rickards,Essence Atkins,Gabriel Iglesias,17314483,Comedy|Fantasy,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,English,USA,R,4000000,4.7,1.85
A Haunted House ,Michael Tiddes,86,Essence Atkins,Alanna Ubach,J.B. Smoove,40041683,Comedy|Fantasy,hamburger|parody|priest|psychic|woman in a bikini,English,USA,R,2500000,5.1,1.85
A History of Violence ,David Cronenberg,96,Viggo Mortensen,Kyle Schmid,William Hurt,31493782,Crime|Drama|Thriller,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,English,USA,R,32000000,7.5,1.85
A Home at the End of the World ,Michael Mayer,97,Robin Wright,Matt Frewer,Sissy Spacek,1029017,Drama|Romance,hand job|hugging|long hair|new york city|two men one woman,English,USA,R,6500000,6.8,2.35
A Knight's Tale ,Brian Helgeland,144,Heath Ledger,Rufus Sewell,Bérénice Bejo,56083966,Action|Adventure|Romance,chaucer|jousting|knight|medieval times|tournament,English,USA,PG-13,65000000,6.9,2.35
A League of Their Own ,Penny Marshall,128,Tom Hanks,Lori Petty,Rosie O'Donnell,107458785,Comedy|Drama|Sport,baseball|friend|oregon|rivalry|softball,English,USA,PG,40000000,7.2,2.35
A Lot Like Love ,Nigel Cole,107,Aimee Garcia,Tyrone Giordano,James Read,21835784,Comedy|Drama|Romance,flight|hasselblad camera|los angeles california|love|medium format camera,English,USA,PG-13,30000000,6.6,1.85
A Low Down Dirty Shame ,Keenen Ivory Wayans,100,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,29392418,Action|Comedy|Crime,drugs|ex cop|gun fu|machismo|shootout,English,USA,R,10000000,5.8,1.85
A Madea Christmas ,Tyler Perry,100,Alicia Witt,Tika Sumpter,Larry the Cable Guy,52528330,Comedy|Drama,christmas|holiday|madea series|rural setting|stubbornness,English,USA,PG-13,25000000,4.7,1.85
A Man Apart ,F. Gary Gray,109,Vin Diesel,Jeff Kober,Larenz Tate,26183197,Action|Crime|Drama|Thriller,bust|dea|drug cartel|justice|tragic hero,English,USA,R,36000000,6.1,2.35
A Mighty Heart ,Michael Winterbottom,108,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,9172810,Biography|Drama|History|Thriller|War,fbi|journalist|missing|pakistan|reporter,English,USA,R,16000000,6.7,2.35
A Million Ways to Die in the West ,Seth MacFarlane,136,Liam Neeson,Charlize Theron,Seth MacFarlane,42615685,Comedy|Western,dancing sheep|fetish|musical scene|racial humor|snake poison,English,USA,R,40000000,6.1,2.35
A Most Violent Year ,J.C. Chandor,125,David Oyelowo,Ashley Williams,Albert Brooks,5749134,Action|Crime|Drama|Thriller,american dream|immigrant|new york city|oil|violence,English,USA,R,20000000,7,2.35
A Night at the Roxbury ,John Fortenberry,82,Will Ferrell,Chris Kattan,Dan Hedaya,30324946,Comedy|Music|Romance,1990s|bar|car accident|nightclub|whipped cream,English,USA,PG-13,17000000,6.2,1.85
A Nightmare on Elm Street 2: Freddy's Revenge ,Jack Sholder,87,Clu Gulager,Robert Rusler,Marshall Bell,30000000,Fantasy|Horror,freddy krueger|gay|gay subtext|homoeroticism|jock strap,English,USA,R,2200000,5.4,1.85
A Nightmare on Elm Street 3: Dream Warriors ,Chuck Russell,88,John Saxon,Heather Langenkamp,Jennifer Rubin,44793200,Action|Fantasy|Horror|Thriller,dream|freddy krueger|killer|nightmare|springwood ohio,English,USA,R,4500000,6.6,1.85
A Nightmare on Elm Street 4: The Dream Master ,Renny Harlin,99,Tuesday Knight,Rodney Eastman,Brooke Bundy,49369900,Fantasy|Horror|Thriller,demon|dream|elm street|freddy krueger|nightmare,English,USA,R,7000000,5.7,1.85
A Nightmare on Elm Street 5: The Dream Child ,Stephen Hopkins,89,Lisa Wilcox,Kelly Jo Minter,Matthew Borlenghi,22168359,Fantasy|Horror|Romance|Thriller,child|comic book|dream|murderer|nightmare,English,USA,R,8000000,5.1,1.85
A Nightmare on Elm Street ,Wes Craven,101,Johnny Depp,Lin Shaye,Amanda Wyss,26505000,Horror,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,English,USA,R,1800000,7.5,1.85
A Perfect Getaway ,David Twohy,108,Chris Hemsworth,Milla Jovovich,Marley Shelton,15483540,Adventure|Mystery|Thriller,cliff|hawaii|island|newlywed|waterfall,English,USA,R,14000000,6.5,2.35
A Prairie Home Companion ,Robert Altman,105,Meryl Streep,Virginia Madsen,Lily Tomlin,20338609,Comedy|Drama|Music,backstage|country music|cowboy|radio|singing,English,USA,PG-13,10000000,6.8,2.35
A Scanner Darkly ,Richard Linklater,100,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,5480996,Animation|Drama|Mystery|Sci-Fi|Thriller,detective|drugs|substance d|undercover|undercover cop,English,USA,R,8700000,7.1,1.85
A Serious Man ,Ethan Coen,106,Michael Stuhlbarg,Fred Melamed,Peter Breitmayer,9190525,Comedy|Drama,bar mitzvah|jewish|marital breakup|nose job|rabbi,English,USA,R,7000000,7,1.85
A Simple Wish ,Michael Ritchie,89,Mara Wilson,Francis Capra,Kathleen Turner,8119205,Comedy|Family|Fantasy,8 year old|convention|magic|magic wand|male fairy godmother,English,USA,PG,28000000,5.4,1.85
A Single Man ,Tom Ford,99,Colin Firth,Teddy Sears,Keri Lynn Pratt,9166863,Drama|Romance,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,English,USA,R,7000000,7.6,2.35
A Thin Line Between Love and Hate ,Martin Lawrence,108,Faizon Love,Lynn Whitfield,Della Reese,34746109,Comedy|Crime|Drama|Romance|Thriller,african american|dating|independent film|irreverence|revenge,English,USA,R,8000000,5.6,2.35
A Thousand Words ,Brian Robbins,91,John Gatins,Lou Saliba,Greg Collins,18438149,Comedy|Drama,box office flop|buddhist|liar|literary agent|magical tree,English,USA,PG-13,40000000,5.9,2.35
A Time to Kill ,Joel Schumacher,149,Kevin Spacey,Matthew McConaughey,Oliver Platt,108706165,Crime|Drama|Thriller,african american|court|law|mississippi|trial,English,USA,R,40000000,7.4,2.35
A Very Harold & Kumar 3D Christmas ,Todd Strauss-Schulson,90,Patton Oswalt,Thomas Lennon,Paula Garcés,35033759,Adventure|Comedy,christmas|christmas tree|fire|new york city|stoner,English,USA,R,19000000,6.3,2.35
A Walk Among the Tombstones ,Scott Frank,114,Liam Neeson,Boyd Holbrook,David Harbour,25977365,Crime|Drama|Mystery|Thriller,drug dealer|ex cop|murder of wife|revenge|violence,English,USA,R,28000000,6.5,2.35
A Walk on the Moon ,Tony Goldwyn,107,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,4741987,Drama,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,English,USA,R,14000000,6.6,1.85
A Walk to Remember ,Adam Shankman,101,Lauren German,Peter Coyote,Paz de la Huerta,41227069,Drama|Romance,community service|love|punishment|school|student,English,USA,PG,11000000,7.4,2.35
A.I. Artificial Intelligence ,Steven Spielberg,146,Haley Joel Osment,William Hurt,Kevin Sussman,78616689,Adventure|Drama|Sci-Fi,affection|boy|fairy|future|robot,English,USA,PG-13,100000000,7.1,1.85
Æon Flux ,Karyn Kusama,93,Charlize Theron,Sophie Okonedo,Paterson Joseph,25857987,Action|Sci-Fi,based on cult favorite|disease|female hero|female protagonist|future,English,USA,PG-13,62000000,5.5,2.35
Abandon ,Stephen Gaghan,99,Charlie Hunnam,Zooey Deschanel,Tony Goldwyn,10719367,Drama|Music|Mystery|Romance|Thriller,college|detective|disappearance|police detective|thesis,English,USA,PG-13,25000000,4.9,2.35
Abduction ,John Singleton,106,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,28064226,Action|Mystery|Thriller,assassin|high school|on the run|teenager|website,English,USA,PG-13,35000000,5,2.35
About Last Night ,Steve Pink,100,Joe Lo Truglio,Regina Hall,Bryan Callen,48637684,Comedy|Romance,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,English,USA,R,12500000,6.1,2.35
About Schmidt ,Alexander Payne,125,Hope Davis,June Squibb,Howard Hesseman,65010106,Comedy|Drama,highway travel|on the road|retirement|road movie|wedding,English,USA,R,30000000,7.2,1.85
Abraham Lincoln: Vampire Hunter ,Timur Bekmambetov,105,Rufus Sewell,Dominic Cooper,Benjamin Walker,37516013,Action|Fantasy|Horror,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,English,USA,R,69000000,5.9,2.35
Absolute Power ,Clint Eastwood,121,Clint Eastwood,Mark Margolis,Scott Glenn,50007168,Action|Crime|Drama|Thriller,death|death of wife|murder|thief|violence,English,USA,R,50000000,6.7,2.35
Ace Ventura: Pet Detective ,Tom Shadyac,78,Sean Young,Udo Kier,David Margulies,72217000,Comedy,detective|dolphin|mascot|nudity|stupidity,English,USA,PG-13,12000000,6.9,1.85
Ace Ventura: When Nature Calls ,Steve Oedekerk,90,Bruce Spence,Bob Gunton,Sophie Okonedo,108360000,Adventure|Comedy,africa|bat|hawaiian shirt|pregnancy|pregnant,English,USA,PG-13,30000000,6.3,2.35
Across the Universe ,Julie Taymor,133,Jim Sturgess,T.V. Carpio,Robert Clohessy,24343673,Drama|Fantasy|Musical|Romance,anti war|liverpool|love|protest|song,English,USA,PG-13,45000000,7.4,2.35
Act of Valor ,Mike McCoy,110,Alex Veadov,Jason Cottle,Rorke Denver,70011073,Action|Adventure|Drama|Thriller|War,mission|navy seal|terrorist|torture|valor,English,USA,R,12000000,6.5,2.35
Action Jackson ,Craig R. Baxley,96,Bill Duke,Vanity,Carl Weathers,20257000,Action|Comedy|Crime|Thriller,murder|power|psychotronic|tough cop|union,English,USA,R,7000000,5.2,1.85
Adaptation. ,Spike Jonze,81,Nicolas Cage,Meryl Streep,Roger Willie,22245861,Comedy|Drama,book|orchid|screenwriter|thief|twin,English,USA,R,19000000,7.7,1.85
Addicted ,Bille Woodruff,106,Boris Kodjoe,Cameron Mills,Sharon Leal,17382982,Drama|Thriller,adultery|attraction|lust|obsession|temptation,Spanish,USA,R,5000000,5.2,1.85
Admission ,Paul Weitz,107,Tina Fey,Sarita Choudhury,Christopher Evan Welch,18004225,Comedy|Drama|Romance,adoption|female protagonist|princeton university|wedding|working women,English,USA,PG-13,13000000,5.7,2.35
After Earth ,M. Night Shyamalan,100,Will Smith,Zoë Kravitz,Glenn Morshower,60522097,Action|Adventure|Sci-Fi,box office flop|father son team|fear|race against time|real life father and son playing father and son,English,USA,PG-13,130000000,4.9,2.35
After the Sunset ,Brett Ratner,97,Salma Hayek,Don Cheadle,Chris Penn,28328132,Action|Comedy|Crime|Drama,diamond|fbi|fbi agent|island|thief,English,USA,PG-13,58000000,6.3,2.35
After.Life ,Agnieszka Wojtowicz-Vosloo,104,Liam Neeson,Josh Charles,Chandler Canterbury,108229,Drama|Horror|Mystery|Thriller,breath on mirror|buried alive|engagement ring|looking at one's self in a mirror|serial killer,English,USA,R,4500000,5.9,2.35
Against the Ropes ,Charles S. Dutton,110,Omar Epps,Charles S. Dutton,Tim Daly,5881504,Biography|Drama|Romance|Sport,boxer|boxing|boxing arena|boxing manager|directed by co star,English,USA,PG-13,39000000,5.3,2.35
Agent Cody Banks 2: Destination London ,Kevin Allen,100,Daniel Roebuck,Frankie Muniz,David Kelly,23222861,Action|Adventure|Comedy|Family|Romance|Sci-Fi,chase|evil scientist|gadget|mind control|tough girl,English,USA,PG,26000000,4.5,2.35
Agent Cody Banks ,Harald Zwart,102,Daniel Roebuck,Frankie Muniz,Chris Gauthier,47285499,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,cia|nanobot|prep school|scientist|teenager,English,USA,PG,26000000,5,2.35
Air Bud ,Charles Martin Smith,98,Kevin Zegers,Bill Cobbs,Michael Jeter,24629916,Comedy|Drama|Family|Sport,basketball|boy|dog|dog movie|golden retriever,English,USA,PG,3000000,5.1,1.85
Air Force One ,Wolfgang Petersen,124,Harrison Ford,Gary Oldman,Dean Stockwell,172620724,Action|Adventure|Drama|Thriller,ex soldier|hijacker|hostage|president|terrorist,English,USA,R,85000000,6.4,2.35
Airborne ,Rob Bowman,91,Alanna Ubach,Jacob Vargas,Brittney Powell,2850263,Adventure|Comedy|Sport,cincinnati ohio|high school|hockey|jock strap|zoologist,English,USA,PG,2600000,6.2,1.85
Airplane! ,Jim Abrahams,88,Peter Graves,Lloyd Bridges,Barbara Billingsley,83400000,Comedy,air traffic controller|airplane|airport|pilot|spoof,English,USA,PG,3500000,7.8,1.85
Aladdin ,Ron Clements,90,Robin Williams,Frank Welker,Scott Weinger,217350219,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,arab|genie|magic|princess|reference to a thousand and one nights,English,USA,G,28000000,8,1.33
Albino Alligator ,Kevin Spacey,97,Viggo Mortensen,Joe Mantegna,Faye Dunaway,326308,Crime|Drama|Thriller,bar|box office flop|hostage|new orleans louisiana|police,English,USA,R,5000000,6.1,2.35
Alex & Emma ,Rob Reiner,96,David Paymer,Lobo Sebastian,Robert Costanzo,14208384,Comedy|Romance,gambling|novel|stenographer|writer|writer's block,English,USA,PG-13,30000000,5.6,1.85
Alex Cross ,Rob Cohen,101,Cicely Tyson,Chad Lindberg,Carmen Ejogo,25863915,Action|Crime|Mystery|Thriller,assassin|detective|partner|police|serial killer,English,USA,PG-13,35000000,5.1,2.35
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Miguel Arteta,81,Bella Thorne,Steve Carell,Jennifer Garner,66950483,Comedy|Family,bad day|based on book|birthday|job interview|long title,English,USA,PG,28000000,6.2,2.39
Ali ,Michael Mann,165,Will Smith,Jada Pinkett Smith,Joe Morton,58183966,Biography|Drama|Sport,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,English,USA,R,107000000,6.8,2.35
Alice in Wonderland ,Tim Burton,108,Johnny Depp,Alan Rickman,Anne Hathaway,334185206,Adventure|Family|Fantasy,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,English,USA,PG,200000000,6.5,1.85
Alice Through the Looking Glass ,James Bobin,113,Johnny Depp,Alan Rickman,Anne Hathaway,76846624,Adventure|Family|Fantasy,clock|dark fantasy|mad hatter|queen|sequel,English,USA,PG,170000000,6.4,1.85
Alien 3 ,David Fincher,145,Charles S. Dutton,Holt McCallany,Paul McGann,55473600,Action|Horror|Sci-Fi,alien|crash|planet|prison|survivor,English,USA,R,50000000,6.4,2.35
Alien: Resurrection ,Jean-Pierre Jeunet,116,Gary Dourdan,Michael Wincott,Raymond Cruz,47748610,Action|Horror|Sci-Fi,alien|blood|breeding|clone|scientist,English,USA,R,75000000,6.3,2.35
Aliens in the Attic ,John Schultz,86,Malese Jow,Carter Jenkins,Tim Meadows,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,alien|attic|boyfriend|mind control|nintendo ds,English,USA,PG,45000000,5.4,1.85
Aliens vs. Predator: Requiem ,Colin Strause,102,Sam Trammell,Johnny Lewis,Ian Whyte,41797066,Action|Horror|Sci-Fi|Thriller,alien|escape|hunting|hybrid|predator,English,USA,R,40000000,4.7,2.35
Aliens ,James Cameron,154,Michael Biehn,Carrie Henn,Jenette Goldstein,85200000,Action|Adventure|Sci-Fi,alien|human versus alien|monster|rescue mission|space marine,English,USA,R,18500000,8.4,1.85
Alive ,Frank Marshall,120,Illeana Douglas,Danny Nucci,Michael DeLorenzo,36733909,Adventure|Biography|Drama|Thriller,andes mountains|crash|death|starvation|stranded,English,USA,R,32000000,7.1,1.85
